,f,Omega
0,1e-06,0.002469701395542346
1,1.0046204213468131e-06,0.002435782299514431
2,1.0092621909870484e-06,0.002402329052821021
3,1.0139254075588142e-06,0.0023693352574191452
4,1.018610170155975e-06,0.002336794603137465
5,1.0233165783302448e-06,0.0023047008664695457
6,1.0280447320933098e-06,0.0022730479093835115
7,1.0327947319189523e-06,0.002241829678148145
8,1.037566678745185e-06,0.0022110402021751022
9,1.042360673976401e-06,0.0021806735928769716
10,1.0471768194855203e-06,0.0021507240425411166
11,1.0520152176161592e-06,0.002121185823218904
12,1.056875971184805e-06,0.002092053285630205
13,1.061759183482999e-06,0.002063320858082978
14,1.0666649582795387e-06,0.002034983045407595
15,1.0715933998226711e-06,0.002007034427905965
16,1.076544612842316e-06,0.00197946966031493
17,1.0815187025522892e-06,0.001952283470783991
18,1.0865157746525372e-06,0.0019254706598670428
19,1.0915359353313911e-06,0.0018990260995279298
20,1.09657929126781e-06,0.0018729447321597517
21,1.101645949633657e-06,0.0018472215696175344
22,1.1067360180959745e-06,0.0018218516922642414
23,1.1118496048192698e-06,0.0017968302480298782
24,1.1169868184678223e-06,0.0017721524514834903
25,1.12214776820798e-06,0.00174781358291797
26,1.127332563710487e-06,0.0017238089874473843
27,1.1325413151528126e-06,0.001700134074116698
28,1.1377741332214902e-06,0.001676784315023755
29,1.1430311291144789e-06,0.0016537552444532617
30,1.1483124145435112e-06,0.0016310424580227572
31,1.1536181017364786e-06,0.001608641611840229
32,1.1589483034398115e-06,0.0015865484216733285
33,1.1643031329208755e-06,0.0015647586621300076
34,1.1696827039703847e-06,0.0015432681658503632
35,1.1750871309048077e-06,0.0015220728227096692
36,1.1805165285688057e-06,0.0015011685790322596
37,1.1859710123376706e-06,0.001480551436816263
38,1.1914506981197747e-06,0.0014602174529689733
39,1.1969557023590428e-06,0.0014401627385526867
40,1.2024861420374122e-06,0.0014203834580409837
41,1.208042134677329e-06,0.001400875828585131
42,1.213623798344242e-06,0.0013816361192906042
43,1.2192312516491094e-06,0.001362660650503565
44,1.224864613750931e-06,0.0013439457931070551
45,1.2305240043592616e-06,0.0013254879678269915
46,1.236209543736769e-06,0.0013072836445475597
47,1.2419213527017849e-06,0.0012893293416360921
48,1.2476595526308684e-06,0.0012716216252771956
49,1.2534242654613996e-06,0.0012541571088159852
50,1.2592156136941508e-06,0.001236932452110432
51,1.2650337203959035e-06,0.0012199443608925029
52,1.2708787092020594e-06,0.0012031895861381438
53,1.2767507043192644e-06,0.0011866649234458875
54,1.28264983052806e-06,0.0011703672124239743
55,1.288576213185518e-06,0.0011542933360859664
56,1.294529978227916e-06,0.0011384402202545708
57,1.30051125217341e-06,0.001122804832973708
58,1.30652016212472e-06,0.0011073841839286474
59,1.3125568357718428e-06,0.001092175323874065
60,1.3186214013947485e-06,0.001077175344070034
61,1.3247139878661177e-06,0.0010623813757256917
62,1.330834724654076e-06,0.0010477905894505795
63,1.3369837418249452e-06,0.0010334001947135143
64,1.3431611700460154e-06,0.001019207439308867
65,1.3493671405883065e-06,0.001005209608830232
66,1.355601785329369e-06,0.0009914040261512626
67,1.3618652367560827e-06,0.0009777880509136616
68,1.3681576279674705e-06,0.0009643590790222146
69,1.3744790926775369e-06,0.0009511145421467229
70,1.3808297652180924e-06,0.000938051907230837
71,1.387209780541621e-06,0.0009251686760075717
72,1.3936192742241437e-06,0.0009124623845215159
73,1.4000583824680962e-06,0.0008999306026575963
74,1.4065272421052364e-06,0.0008875709336762838
75,1.4130259905995336e-06,0.0008753810137552433
76,1.4195547660501015e-06,0.0008633585115372258
77,1.4261137071941298e-06,0.000851501127684187
78,1.4327029534098294e-06,0.0008398065944375411
